Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
system_settings_gateway_node,Chrome 66.0.3359.139,,2018-05-17 09:30:56,2018-05-17 09:33:14,2m - 18.088s,PASSED
,,,,,,
Test Cases/unregister_gateway,Chrome 66.0.3359.139,,2018-05-17 09:30:57,2018-05-17 09:31:41,44.590s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-17 09:30:58,2018-05-17 09:31:06,8.335s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-17 09:31:06,2018-05-17 09:31:10,3.718s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:31:10,2018-05-17 09:31:16,6.112s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:31:16,2018-05-17 09:31:20,4.319s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:31:20,2018-05-17 09:31:24,3.819s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:31:24,2018-05-17 09:31:26,2.343s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:31:26,2018-05-17 09:31:29,2.241s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:31:29,2018-05-17 09:31:31,2.183s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-17 09:31:31,2018-05-17 09:31:32,1.116s,PASSED
waitForElementClickable,Chrome 66.0.3359.139,,2018-05-17 09:31:32,2018-05-17 09:31:34,2.138s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:31:34,2018-05-17 09:31:37,2.735s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-17 09:31:37,2018-05-17 09:31:39,2.521s,PASSED
,,,,,,
Test Cases/register_gateway,Chrome 66.0.3359.139,,2018-05-17 09:31:41,2018-05-17 09:32:34,52.547s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-17 09:31:42,2018-05-17 09:31:47,5.188s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-17 09:31:47,2018-05-17 09:31:50,3.511s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:31:50,2018-05-17 09:31:56,6.009s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:31:56,2018-05-17 09:32:01,4.440s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:32:01,2018-05-17 09:32:05,4.212s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:32:05,2018-05-17 09:32:07,2.369s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:32:07,2018-05-17 09:32:12,4.610s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:32:12,2018-05-17 09:32:16,4.305s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:32:16,2018-05-17 09:32:21,4.541s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:32:21,2018-05-17 09:32:23,2.271s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-17 09:32:23,2018-05-17 09:32:24,1.169s,PASSED
waitForElementClickable,Chrome 66.0.3359.139,,2018-05-17 09:32:24,2018-05-17 09:32:26,2.105s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:32:26,2018-05-17 09:32:29,3.112s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-17 09:32:29,2018-05-17 09:32:32,2.361s,PASSED
,,,,,,
Test Cases/map_node,Chrome 66.0.3359.139,,2018-05-17 09:32:34,2018-05-17 09:33:14,40.394s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-17 09:32:34,2018-05-17 09:32:39,5.287s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-17 09:32:39,2018-05-17 09:32:43,3.589s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:32:43,2018-05-17 09:32:49,6.037s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-17 09:32:49,2018-05-17 09:32:53,4.314s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:32:53,2018-05-17 09:32:57,3.920s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:32:57,2018-05-17 09:33:00,2.318s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:33:00,2018-05-17 09:33:02,2.207s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:33:02,2018-05-17 09:33:04,2.189s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-17 09:33:04,2018-05-17 09:33:05,1.080s,PASSED
waitForElementClickable,Chrome 66.0.3359.139,,2018-05-17 09:33:05,2018-05-17 09:33:07,2.076s,PASSED
click,Chrome 66.0.3359.139,,2018-05-17 09:33:07,2018-05-17 09:33:10,2.740s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-17 09:33:10,2018-05-17 09:33:12,2.357s,PASSED
