Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
regGW_regNode_mapNode_createSite_createBin,Chrome 67.0.3396.62,,2018-06-08 10:58:04,2018-06-08 11:06:41,8m - 36.612s,PASSED
,,,,,,
Test Cases/register_gateway,Chrome 67.0.3396.62,,2018-06-08 10:58:04,2018-06-08 10:59:05,1m - 0.561s,PASSED
openBrowser,Chrome 67.0.3396.62,,2018-06-08 10:58:05,2018-06-08 10:58:13,7.561s,PASSED
navigateToUrl,Chrome 67.0.3396.62,,2018-06-08 10:58:13,2018-06-08 10:58:16,3.217s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 10:58:16,2018-06-08 10:58:22,6.040s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 10:58:22,2018-06-08 10:58:27,4.286s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:58:27,2018-06-08 10:58:30,3.600s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:58:30,2018-06-08 10:58:32,2.243s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-06-08 10:58:32,2018-06-08 10:58:33,1.059s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-06-08 10:58:33,2018-06-08 10:58:36,2.081s,PASSED
waitForElementClickable,Chrome 67.0.3396.62,,2018-06-08 10:58:36,2018-06-08 10:58:38,2.101s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:58:38,2018-06-08 10:58:40,2.236s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 10:58:40,2018-06-08 10:58:44,4.269s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 10:58:44,2018-06-08 10:58:48,4.195s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 10:58:48,2018-06-08 10:58:53,4.338s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:58:53,2018-06-08 10:58:55,2.209s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-06-08 10:58:55,2018-06-08 10:58:56,1.057s,PASSED
waitForElementClickable,Chrome 67.0.3396.62,,2018-06-08 10:58:56,2018-06-08 10:58:58,2.053s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:58:58,2018-06-08 10:59:01,2.840s,PASSED
closeBrowser,Chrome 67.0.3396.62,,2018-06-08 10:59:01,2018-06-08 10:59:03,2.076s,PASSED
,,,,,,
Test Cases/register_node,Chrome 67.0.3396.62,,2018-06-08 10:59:05,2018-06-08 10:59:59,53.726s,PASSED
openBrowser,Chrome 67.0.3396.62,,2018-06-08 10:59:05,2018-06-08 10:59:10,4.821s,PASSED
navigateToUrl,Chrome 67.0.3396.62,,2018-06-08 10:59:10,2018-06-08 10:59:13,3.143s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 10:59:13,2018-06-08 10:59:19,5.957s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 10:59:19,2018-06-08 10:59:24,4.279s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:59:24,2018-06-08 10:59:27,3.566s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:59:27,2018-06-08 10:59:29,2.231s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:59:29,2018-06-08 10:59:32,2.191s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 10:59:32,2018-06-08 10:59:34,2.234s,PASSED
