Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
regGW_regNode_mapNode_createSite_createBin,Chrome 67.0.3396.62,,2018-06-08 11:38:55,2018-06-08 11:47:24,8m - 29.048s,PASSED
,,,,,,
Test Cases/register_gateway,Chrome 67.0.3396.62,,2018-06-08 11:38:56,2018-06-08 11:39:57,1m - 1.050s,PASSED
openBrowser,Chrome 67.0.3396.62,,2018-06-08 11:38:57,2018-06-08 11:39:04,7.797s,PASSED
navigateToUrl,Chrome 67.0.3396.62,,2018-06-08 11:39:04,2018-06-08 11:39:08,3.221s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 11:39:08,2018-06-08 11:39:14,6.020s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 11:39:14,2018-06-08 11:39:18,4.320s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 11:39:18,2018-06-08 11:39:22,3.769s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 11:39:22,2018-06-08 11:39:24,2.204s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-06-08 11:39:24,2018-06-08 11:39:25,1.087s,PASSED
waitForElementVisible,Chrome 67.0.3396.62,,2018-06-08 11:39:25,2018-06-08 11:39:27,2.075s,PASSED
waitForElementClickable,Chrome 67.0.3396.62,,2018-06-08 11:39:27,2018-06-08 11:39:29,2.098s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 11:39:29,2018-06-08 11:39:31,2.275s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 11:39:31,2018-06-08 11:39:36,4.257s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 11:39:36,2018-06-08 11:39:40,4.212s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 11:39:40,2018-06-08 11:39:44,4.341s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 11:39:44,2018-06-08 11:39:46,2.261s,PASSED
waitForElementPresent,Chrome 67.0.3396.62,,2018-06-08 11:39:46,2018-06-08 11:39:48,1.074s,PASSED
waitForElementClickable,Chrome 67.0.3396.62,,2018-06-08 11:39:48,2018-06-08 11:39:50,2.047s,PASSED
click,Chrome 67.0.3396.62,,2018-06-08 11:39:50,2018-06-08 11:39:52,2.809s,PASSED
closeBrowser,Chrome 67.0.3396.62,,2018-06-08 11:39:52,2018-06-08 11:39:54,2.060s,PASSED
,,,,,,
Test Cases/register_node,Chrome 67.0.3396.62,,2018-06-08 11:39:57,2018-06-08 11:40:51,54.520s,PASSED
openBrowser,Chrome 67.0.3396.62,,2018-06-08 11:39:57,2018-06-08 11:40:02,4.969s,PASSED
navigateToUrl,Chrome 67.0.3396.62,,2018-06-08 11:40:02,2018-06-08 11:40:05,3.263s,PASSED
setText,Chrome 67.0.3396.62,,2018-06-08 11:40:05,2018-06-08 11:40:11,6.052s,PASSED
