Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
system_settings_gateway_node,Chrome 66.0.3359.139,,2018-05-16 15:00:55,2018-05-16 15:03:18,2m - 23.746s,PASSED
,,,,,,
Test Cases/unregister_gateway,Chrome 66.0.3359.139,,2018-05-16 15:00:55,2018-05-16 15:01:45,49.914s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-16 15:00:56,2018-05-16 15:01:06,10.276s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-16 15:01:06,2018-05-16 15:01:12,5.578s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:01:12,2018-05-16 15:01:18,6.114s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:01:18,2018-05-16 15:01:23,4.642s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:01:23,2018-05-16 15:01:27,4.426s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:01:27,2018-05-16 15:01:29,2.362s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:01:29,2018-05-16 15:01:32,2.399s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:01:32,2018-05-16 15:01:34,2.260s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-16 15:01:34,2018-05-16 15:01:35,1.173s,PASSED
waitForElementClickable,Chrome 66.0.3359.139,,2018-05-16 15:01:35,2018-05-16 15:01:37,2.167s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:01:37,2018-05-16 15:01:40,3.079s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-16 15:01:40,2018-05-16 15:01:43,2.387s,PASSED
,,,,,,
Test Cases/register_gateway,Chrome 66.0.3359.139,,2018-05-16 15:01:45,2018-05-16 15:02:38,52.592s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-16 15:01:45,2018-05-16 15:01:52,6.249s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-16 15:01:52,2018-05-16 15:01:55,3.671s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:01:55,2018-05-16 15:02:01,5.983s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:02:01,2018-05-16 15:02:05,4.291s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:02:05,2018-05-16 15:02:09,3.969s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:02:09,2018-05-16 15:02:12,2.257s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:02:12,2018-05-16 15:02:16,4.294s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:02:16,2018-05-16 15:02:20,4.264s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:02:20,2018-05-16 15:02:25,4.321s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:02:25,2018-05-16 15:02:27,2.190s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-16 15:02:27,2018-05-16 15:02:28,1.063s,PASSED
waitForElementClickable,Chrome 66.0.3359.139,,2018-05-16 15:02:28,2018-05-16 15:02:30,2.073s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:02:30,2018-05-16 15:02:33,3.061s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-16 15:02:33,2018-05-16 15:02:36,2.540s,PASSED
,,,,,,
Test Cases/map_node,Chrome 66.0.3359.139,,2018-05-16 15:02:38,2018-05-16 15:03:18,40.610s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-16 15:02:38,2018-05-16 15:02:43,5.199s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-16 15:02:43,2018-05-16 15:02:47,3.508s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:02:47,2018-05-16 15:02:53,6.000s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 15:02:53,2018-05-16 15:02:57,4.331s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:02:57,2018-05-16 15:03:01,3.923s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:03:01,2018-05-16 15:03:03,2.360s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:03:03,2018-05-16 15:03:05,2.277s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:03:05,2018-05-16 15:03:08,2.236s,PASSED
waitForElementPresent,Chrome 66.0.3359.139,,2018-05-16 15:03:08,2018-05-16 15:03:09,1.089s,PASSED
waitForElementClickable,Chrome 66.0.3359.139,,2018-05-16 15:03:09,2018-05-16 15:03:11,2.068s,PASSED
click,Chrome 66.0.3359.139,,2018-05-16 15:03:11,2018-05-16 15:03:14,2.937s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-16 15:03:14,2018-05-16 15:03:16,2.341s,PASSED
