Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login,Chrome 66.0.3359.139,,2018-05-15 12:38:57,2018-05-15 12:40:28,1m - 30.726s,PASSED
,,,,,,
Test Cases/valid_login,Chrome 66.0.3359.139,,2018-05-15 12:38:58,2018-05-15 12:39:31,33.738s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-15 12:38:59,2018-05-15 12:39:08,9.065s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-15 12:39:08,2018-05-15 12:39:12,4.256s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-15 12:39:12,2018-05-15 12:39:18,6.240s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-15 12:39:18,2018-05-15 12:39:22,4.306s,PASSED
click,Chrome 66.0.3359.139,,2018-05-15 12:39:22,2018-05-15 12:39:27,4.398s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-15 12:39:27,2018-05-15 12:39:29,2.329s,PASSED
,,,,,,
Test Cases/valid_login,Chrome 66.0.3359.139,,2018-05-15 12:39:31,2018-05-15 12:40:00,28.507s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-15 12:39:31,2018-05-15 12:39:37,5.344s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-15 12:39:37,2018-05-15 12:39:41,4.205s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-15 12:39:41,2018-05-15 12:39:47,5.935s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-15 12:39:47,2018-05-15 12:39:51,4.239s,PASSED
click,Chrome 66.0.3359.139,,2018-05-15 12:39:51,2018-05-15 12:39:55,4.342s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-15 12:39:55,2018-05-15 12:39:58,2.362s,PASSED
,,,,,,
Test Cases/valid_login,Chrome 66.0.3359.139,,2018-05-15 12:40:00,2018-05-15 12:40:28,27.851s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-15 12:40:00,2018-05-15 12:40:05,5.299s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-15 12:40:05,2018-05-15 12:40:09,4.167s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-15 12:40:09,2018-05-15 12:40:16,6.289s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-15 12:40:16,2018-05-15 12:40:20,4.262s,PASSED
click,Chrome 66.0.3359.139,,2018-05-15 12:40:20,2018-05-15 12:40:23,3.471s,PASSED
closeBrowser,Chrome 66.0.3359.139,,2018-05-15 12:40:23,2018-05-15 12:40:26,2.242s,PASSED
