Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
add_remove_multiple_members,Chrome 67.0.3396.79,,2018-06-12 09:05:36,2018-06-12 09:12:06,6m - 30.096s,PASSED
,,,,,,
Test Cases/add_very_first_member,Chrome 67.0.3396.79,,2018-06-12 09:05:37,2018-06-12 09:06:24,47.597s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-12 09:05:37,2018-06-12 09:05:44,7.062s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-12 09:05:44,2018-06-12 09:05:48,3.214s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:05:48,2018-06-12 09:05:54,6.011s,PASSED
setEncryptedText,Chrome 67.0.3396.79,,2018-06-12 09:05:54,2018-06-12 09:05:57,3.539s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:05:57,2018-06-12 09:06:01,3.612s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:01,2018-06-12 09:06:03,2.227s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:03,2018-06-12 09:06:05,2.216s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:06:05,2018-06-12 09:06:10,4.504s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:10,2018-06-12 09:06:12,2.168s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:12,2018-06-12 09:06:14,2.190s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:06:14,2018-06-12 09:06:15,1.085s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:06:15,2018-06-12 09:06:17,2.124s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:17,2018-06-12 09:06:20,2.825s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-12 09:06:20,2018-06-12 09:06:22,2.025s,PASSED
,,,,,,
Test Cases/add_second_multiple_members,Chrome 67.0.3396.79,,2018-06-12 09:06:24,2018-06-12 09:07:08,44.221s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-12 09:06:24,2018-06-12 09:06:29,4.799s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-12 09:06:29,2018-06-12 09:06:32,3.158s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:06:32,2018-06-12 09:06:38,5.884s,PASSED
setEncryptedText,Chrome 67.0.3396.79,,2018-06-12 09:06:38,2018-06-12 09:06:42,3.269s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:42,2018-06-12 09:06:45,3.585s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:45,2018-06-12 09:06:47,2.172s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:47,2018-06-12 09:06:50,2.205s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:06:50,2018-06-12 09:06:54,4.584s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:54,2018-06-12 09:06:56,2.177s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:06:56,2018-06-12 09:06:58,2.146s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:06:58,2018-06-12 09:06:59,1.051s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:06:59,2018-06-12 09:07:02,2.067s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:07:02,2018-06-12 09:07:04,2.859s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-12 09:07:04,2018-06-12 09:07:06,1.976s,PASSED
,,,,,,
Test Cases/add_second_multiple_members,Chrome 67.0.3396.79,,2018-06-12 09:07:08,2018-06-12 09:07:53,44.092s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-12 09:07:08,2018-06-12 09:07:13,4.786s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-12 09:07:13,2018-06-12 09:07:16,3.129s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:07:16,2018-06-12 09:07:22,5.866s,PASSED
setEncryptedText,Chrome 67.0.3396.79,,2018-06-12 09:07:22,2018-06-12 09:07:26,3.299s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:07:26,2018-06-12 09:07:29,3.684s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:07:29,2018-06-12 09:07:31,2.181s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:07:31,2018-06-12 09:07:34,2.209s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:07:34,2018-06-12 09:07:38,4.589s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:07:38,2018-06-12 09:07:40,2.145s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:07:40,2018-06-12 09:07:43,2.187s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:07:43,2018-06-12 09:07:44,1.075s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:07:44,2018-06-12 09:07:46,2.056s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:07:46,2018-06-12 09:07:49,2.819s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-12 09:07:49,2018-06-12 09:07:50,1.948s,PASSED
,,,,,,
Test Cases/add_second_multiple_members,Chrome 67.0.3396.79,,2018-06-12 09:07:53,2018-06-12 09:08:37,44.157s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-12 09:07:53,2018-06-12 09:07:57,4.837s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-12 09:07:57,2018-06-12 09:08:01,3.169s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:08:01,2018-06-12 09:08:06,5.823s,PASSED
setEncryptedText,Chrome 67.0.3396.79,,2018-06-12 09:08:06,2018-06-12 09:08:10,3.267s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:08:10,2018-06-12 09:08:13,3.711s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:08:13,2018-06-12 09:08:16,2.215s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:08:16,2018-06-12 09:08:18,2.196s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:08:18,2018-06-12 09:08:22,4.535s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:08:22,2018-06-12 09:08:24,2.128s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:08:24,2018-06-12 09:08:27,2.166s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:08:27,2018-06-12 09:08:28,1.050s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:08:28,2018-06-12 09:08:30,2.048s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:08:30,2018-06-12 09:08:33,2.821s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-12 09:08:33,2018-06-12 09:08:35,2.107s,PASSED
,,,,,,
Test Cases/add_second_multiple_members,Chrome 67.0.3396.79,,2018-06-12 09:08:37,2018-06-12 09:09:21,44.024s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-12 09:08:37,2018-06-12 09:08:42,4.852s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-12 09:08:42,2018-06-12 09:08:45,3.251s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:08:45,2018-06-12 09:08:51,5.870s,PASSED
setEncryptedText,Chrome 67.0.3396.79,,2018-06-12 09:08:51,2018-06-12 09:08:54,3.234s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:08:54,2018-06-12 09:08:58,3.660s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:08:58,2018-06-12 09:09:00,2.179s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:00,2018-06-12 09:09:02,2.203s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:09:02,2018-06-12 09:09:06,4.469s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:06,2018-06-12 09:09:09,2.157s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:09,2018-06-12 09:09:11,2.158s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:09:11,2018-06-12 09:09:12,1.052s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:09:12,2018-06-12 09:09:14,2.062s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:14,2018-06-12 09:09:17,2.817s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-12 09:09:17,2018-06-12 09:09:19,1.987s,PASSED
,,,,,,
Test Cases/add_second_multiple_members,Chrome 67.0.3396.79,,2018-06-12 09:09:21,2018-06-12 09:10:05,43.951s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-12 09:09:21,2018-06-12 09:09:26,4.762s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-12 09:09:26,2018-06-12 09:09:29,3.245s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:09:29,2018-06-12 09:09:35,5.853s,PASSED
setEncryptedText,Chrome 67.0.3396.79,,2018-06-12 09:09:35,2018-06-12 09:09:38,3.237s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:38,2018-06-12 09:09:42,3.631s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:42,2018-06-12 09:09:44,2.194s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:44,2018-06-12 09:09:46,2.216s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:09:46,2018-06-12 09:09:50,4.534s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:50,2018-06-12 09:09:53,2.137s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:53,2018-06-12 09:09:55,2.133s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:09:55,2018-06-12 09:09:56,1.047s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:09:56,2018-06-12 09:09:58,2.058s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:09:58,2018-06-12 09:10:01,2.790s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-12 09:10:01,2018-06-12 09:10:03,1.984s,PASSED
,,,,,,
Test Cases/add_second_multiple_members,Chrome 67.0.3396.79,,2018-06-12 09:10:05,2018-06-12 09:10:49,43.807s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-12 09:10:05,2018-06-12 09:10:09,4.740s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-12 09:10:09,2018-06-12 09:10:13,3.139s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:10:13,2018-06-12 09:10:18,5.852s,PASSED
setEncryptedText,Chrome 67.0.3396.79,,2018-06-12 09:10:18,2018-06-12 09:10:22,3.233s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:10:22,2018-06-12 09:10:25,3.619s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:10:25,2018-06-12 09:10:27,2.181s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:10:27,2018-06-12 09:10:30,2.190s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:10:30,2018-06-12 09:10:34,4.554s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:10:34,2018-06-12 09:10:36,2.151s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:10:36,2018-06-12 09:10:39,2.154s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:10:39,2018-06-12 09:10:40,1.042s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:10:40,2018-06-12 09:10:42,2.059s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:10:42,2018-06-12 09:10:44,2.837s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-12 09:10:44,2018-06-12 09:10:46,1.979s,PASSED
,,,,,,
Test Cases/remove_multiple_members,Chrome 67.0.3396.79,,2018-06-12 09:10:49,2018-06-12 09:12:06,1m - 17.707s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-12 09:10:49,2018-06-12 09:10:54,4.755s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-12 09:10:54,2018-06-12 09:10:57,3.211s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-12 09:10:57,2018-06-12 09:11:03,5.887s,PASSED
setEncryptedText,Chrome 67.0.3396.79,,2018-06-12 09:11:03,2018-06-12 09:11:06,3.236s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:06,2018-06-12 09:11:10,3.669s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:10,2018-06-12 09:11:12,2.192s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:11:12,2018-06-12 09:11:13,1.057s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:11:13,2018-06-12 09:11:15,2.051s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:15,2018-06-12 09:11:17,2.134s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:17,2018-06-12 09:11:19,2.148s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:11:19,2018-06-12 09:11:20,1.043s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:11:20,2018-06-12 09:11:22,2.095s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:22,2018-06-12 09:11:25,2.137s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:25,2018-06-12 09:11:27,2.121s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:11:27,2018-06-12 09:11:28,1.042s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:11:28,2018-06-12 09:11:30,2.047s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:30,2018-06-12 09:11:32,2.124s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:32,2018-06-12 09:11:34,2.126s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:11:34,2018-06-12 09:11:35,1.039s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:11:35,2018-06-12 09:11:37,2.044s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:37,2018-06-12 09:11:39,2.129s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:39,2018-06-12 09:11:41,2.144s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:11:41,2018-06-12 09:11:42,1.029s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:11:42,2018-06-12 09:11:44,2.048s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:44,2018-06-12 09:11:47,2.112s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:47,2018-06-12 09:11:49,2.129s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:11:49,2018-06-12 09:11:50,1.040s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:11:50,2018-06-12 09:11:52,2.083s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:52,2018-06-12 09:11:54,2.189s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:54,2018-06-12 09:11:56,2.151s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-12 09:11:56,2018-06-12 09:11:57,1.056s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-12 09:11:57,2018-06-12 09:11:59,2.050s,PASSED
click,Chrome 67.0.3396.79,,2018-06-12 09:11:59,2018-06-12 09:12:02,2.863s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-12 09:12:02,2018-06-12 09:12:04,2.016s,PASSED
