Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
removePlenum_removeFan_deleteBin_deleteSite_unmapNode_unregNode_unregGW,Chrome 67.0.3396.79,,2018-06-11 09:35:45,2018-06-11 09:42:31,6m - 45.577s,PASSED
,,,,,,
Test Cases/remove_plenum_from_bin,Chrome 67.0.3396.79,,2018-06-11 09:35:46,2018-06-11 09:36:33,46.932s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-11 09:35:47,2018-06-11 09:35:54,7.092s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-11 09:35:54,2018-06-11 09:35:57,3.716s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-11 09:35:57,2018-06-11 09:36:03,6.024s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-11 09:36:03,2018-06-11 09:36:08,4.348s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:08,2018-06-11 09:36:11,3.516s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:11,2018-06-11 09:36:14,2.351s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:14,2018-06-11 09:36:16,2.330s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:16,2018-06-11 09:36:18,2.199s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:18,2018-06-11 09:36:20,2.189s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:20,2018-06-11 09:36:23,2.186s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-11 09:36:23,2018-06-11 09:36:24,1.072s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-11 09:36:24,2018-06-11 09:36:26,2.104s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:26,2018-06-11 09:36:29,2.800s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-11 09:36:29,2018-06-11 09:36:31,1.985s,PASSED
,,,,,,
Test Cases/remove_fan_from_bin,Chrome 67.0.3396.79,,2018-06-11 09:36:33,2018-06-11 09:37:16,43.913s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-11 09:36:33,2018-06-11 09:36:38,4.808s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-11 09:36:38,2018-06-11 09:36:41,3.503s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-11 09:36:41,2018-06-11 09:36:47,5.940s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-11 09:36:47,2018-06-11 09:36:51,4.284s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:51,2018-06-11 09:36:55,3.746s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:55,2018-06-11 09:36:57,2.296s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:36:57,2018-06-11 09:37:00,2.351s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:00,2018-06-11 09:37:02,2.166s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:02,2018-06-11 09:37:04,2.218s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:04,2018-06-11 09:37:06,2.159s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-11 09:37:06,2018-06-11 09:37:07,1.062s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-11 09:37:07,2018-06-11 09:37:10,2.068s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:10,2018-06-11 09:37:12,2.834s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-11 09:37:12,2018-06-11 09:37:14,2.048s,PASSED
,,,,,,
Test Cases/delete_first_bin,Chrome 67.0.3396.79,,2018-06-11 09:37:16,2018-06-11 09:37:58,41.251s,PASSED
openBrowser,Chrome 67.0.3396.79,,2018-06-11 09:37:17,2018-06-11 09:37:22,4.820s,PASSED
navigateToUrl,Chrome 67.0.3396.79,,2018-06-11 09:37:22,2018-06-11 09:37:25,3.475s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-11 09:37:25,2018-06-11 09:37:31,5.914s,PASSED
setText,Chrome 67.0.3396.79,,2018-06-11 09:37:31,2018-06-11 09:37:35,4.264s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:35,2018-06-11 09:37:39,3.542s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:39,2018-06-11 09:37:41,2.278s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:41,2018-06-11 09:37:43,2.337s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:43,2018-06-11 09:37:46,2.155s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:46,2018-06-11 09:37:48,2.161s,PASSED
waitForElementPresent,Chrome 67.0.3396.79,,2018-06-11 09:37:48,2018-06-11 09:37:49,1.055s,PASSED
waitForElementClickable,Chrome 67.0.3396.79,,2018-06-11 09:37:49,2018-06-11 09:37:51,2.053s,PASSED
click,Chrome 67.0.3396.79,,2018-06-11 09:37:51,2018-06-11 09:37:54,2.809s,PASSED
closeBrowser,Chrome 67.0.3396.79,,2018-06-11 09:37:54,2018-06-11 09:37:56,2.009s,PASSED
,,,,,,
